,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
743,2011,96,7.7,388089,"Midnight in Paris - While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",532,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
198,2016,106,8.1,141516,Contratiempo - A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,367,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
882,2019,137,7.6,46739,Just Mercy - World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,113,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,1995,121,7.6,90442,"Dead Man - On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",227,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,1976,120,8.1,518546,Rocky - A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,2015,159,8.0,102972,"Bãhubali: The Beginning - In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,2006,110,7.6,354728,"The Illusionist - In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",350,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
190,1950,138,8.2,120539,All About Eve - A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1979,123,7.9,28223,"All That Jazz - Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",53,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
222,2013,153,8.1,601149,"Prisoners - When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,1968,149,8.3,603517,"2001: A Space Odyssey - After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,2010,103,8.2,757032,"Toy Story 3 - The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",288,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1934,91,8.0,26642,"The Thin Man - Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",520,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
688,1982,115,7.8,372490,E.T. the Extra-Terrestrial - A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
187,1954,105,8.2,158335,Dial M for Murder - A former tennis player tries to arrange his wife's murder after learning of her affair.,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,1980,146,8.4,898237,"The Shining - A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",463,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
729,2014,123,7.7,404182,The Theory of Everything - A look at the relationship between the famous physicist Stephen Hawking and his wife.,209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,2001,183,8.1,66803,"Dil Chahta Hai - Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",131,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,2010,138,8.2,1129894,"Shutter Island - In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
562,1940,112,7.9,63550,"The Philadelphia Story - When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,1996,98,8.1,617444,Fargo - Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,2001,122,8.3,703810,"Amélie - Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610,2009,144,7.8,68715,"Das weiße Band - Eine deutsche Kindergeschichte - Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",330,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
719,1931,70,7.8,65341,Frankenstein - Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,213,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
371,2003,103,8.0,77520,Bom Yeoareum Gaeul Gyeoul Geurigo Bom - A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,2003,110,8.0,42399,"Vozvrashchenie - In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2001,147,7.9,322031,"Mulholland Dr. - After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
412,1980,180,8.0,32195,Kagemusha - A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
493,2009,127,7.9,577336,Star Trek - The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
638,2004,126,7.8,96703,Diarios de motocicleta - The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,522,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1999,89,7.7,241575,Office Space - Three company workers who hate their jobs decide to rebel against their greedy boss.,338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1998,107,8.2,535216,"Lock, Stock and Two Smoking Barrels - A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",175,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,2002,135,7.6,169708,"25th Hour - Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1968,112,8.0,165167,"Planet of the Apes - An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,2002,141,8.1,832846,"Catch Me If You Can - Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",470,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,1986,107,7.8,47834,"Down by Law - Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",227,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1975,125,8.0,235652,"Dog Day Afternoon - Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",456,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2015,156,8.0,705589,The Revenant - A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,14,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,1998,81,7.6,188317,"Lola rennt - After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",503,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,2018,124,8.0,27978,Badhaai ho - A man is embarrassed when he finds out his mother is pregnant.,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,1945,101,7.9,33549,The Lost Weekend - The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,1999,108,7.8,227143,The Boondock Saints - Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,511,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,1962,133,8.6,42004,"Seppuku - When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,2005,144,8.0,176151,"Cinderella Man - The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",433,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,1944,97,7.6,26471,Lifeboat - Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the crew members of the U-boat that sank their ship.,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
706,1962,105,7.8,37605,Jules et Jim - Decades of a love triangle concerning two friends and an impulsive woman.,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,2016,106,8.4,194838,"Kimi no na wa. - Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",300,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486,2009,97,7.9,335152,"Moon - Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
509,2001,98,7.9,44618,"No Man's Land - Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",94,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,1971,181,8.0,39491,"Fiddler on the Roof - In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",361,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
713,1939,96,7.8,43621,Stagecoach - A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,2007,158,8.2,517359,"There Will Be Blood - A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,1979,96,7.9,131436,Manhattan - The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,532,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,1959,121,8.2,243943,"Some Like It Hot - After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1994,142,9.3,2343110,"The Shawshank Redemption - Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1998,105,8.0,78341,"Festen - At Helge's 60th birthday party, some unpleasant family truths are revealed.",493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,1938,102,7.9,47175,"The Adventures of Robin Hood - When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126,1927,153,8.3,159992,"Metropolis - In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,1962,96,8.1,33044,"Sanjuro - A crafty samurai helps a young man and his fellow clansmen save his uncle, who has been framed and imprisoned by a corrupt superintendent.",9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1991,137,8.5,995506,"Terminator 2: Judgment Day - A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
946,2001,106,7.6,115827,"Y tu mamá también - In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1988,128,7.8,88214,Mississippi Burning - Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,1951,92,7.7,76315,The Day the Earth Stood Still - An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
313,1939,129,8.1,107017,"Mr. Smith Goes to Washington - A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",140,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,2002,145,7.6,508417,"Minority Report - In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",470,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
823,1992,100,7.7,95826,Glengarry Glen Ross - An examination of the machinations behind the scenes at a real estate office.,203,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606,2015,147,7.8,179264,"Straight Outta Compton - The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",128,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,1983,131,8.3,950470,"Star Wars: Episode VI - Return of the Jedi - After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",409,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
871,1952,129,7.7,34677,"The Quiet Man - A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",237,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
764,2014,108,7.7,474141,Ex Machina - A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,2018,117,8.4,375110,"Spider-Man: Into the Spider-Verse - Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
